"IdLink","channel_name","active","LinkID","SrcDetectorId","SrcLatitude","SrcLongitude","DestDetectorId","DestLatitude","DestLongitude","LinkName","RouteDirectionName","SrcChannelId","DestChannelId","LineDistance_m","last_poll_time"
288,"Sherbrooke-Sanguinet **",1,"LSh_95-30","95","45,5158333333333","-73,5679666666667","30","45,517","-73,567445","Sherbrooke: Sanguinet a Saint-Denis","E",109,43,136,2019-07-02 18:44:56
289,"Saint-Denis-Rene-Levesque",1,"LRL_29-84","29","45,5127216666667","-73,5582216666667","84","45,5117333333333","-73,5590666666667","René-Lévesque: Saint-Denis a Sanguinet","O",42,98,128,2019-07-02 18:45:01
290,"René-Lévesque-Sanguinet **",1,"LRL_84-82","84","45,5117333333333","-73,5590666666667","82","45,50885","-73,5615666666667","René-Lévesque: Sanguinet a St-Laurent","O",98,96,375,2019-07-02 18:44:56
292,"René-Lévesque-St-Laurent **",1,"LRL_82-83","82","45,50885","-73,5615666666667","83","45,5077166666667","-73,5625833333333","René-Lévesque: St-Laurent a St-Urbain","O",96,97,148,2019-07-02 18:44:57
293,"René-Lévesque-St-Urbain **",1,"LRL_83-26","83","45,5077166666667","-73,5625833333333","26","45,50525","-73,5646933333333","René-Lévesque: St-Urbain a Bleury","O",97,37,320,2019-07-02 18:44:56
294,"Rene-Levesque-Bleury",1,"LRL_26-83","26","45,50525","-73,5646933333333","83","45,5077166666667","-73,5625833333333","René-Lévesque: Bleury a St-Urbain","E",37,97,320,2019-07-02 18:44:58
295,"René-Lévesque-St-Urbain **",1,"LRL_83-82","83","45,5077166666667","-73,5625833333333","82","45,50885","-73,5615666666667","René-Lévesque: St-Urbain a St-Laurent","E",97,96,148,2019-07-02 18:44:56
296,"René-Lévesque-St-Laurent **",1,"LRL_82-84","82","45,50885","-73,5615666666667","84","45,5117333333333","-73,5590666666667","René-Lévesque: St-Laurent a Sanguinet","E",96,98,375,2019-07-02 18:44:57
297,"René-Lévesque-Sanguinet **",1,"LRL_84-29","84","45,5117333333333","-73,5590666666667","29","45,5127216666667","-73,5582216666667","René-Lévesque: Sanguinet a Saint-Denis","E",98,42,128,2019-07-02 18:44:56
298,"Rene-Levesque-Bleury",1,"LRL_26-80","26","45,50525","-73,5646933333333","80","45,5030333333333","-73,5663833333333","René-Lévesque: Bleury a Beaver Hall","O",37,94,280,2019-07-02 18:44:58
299,"Beaver Hall-René-Lévesque **",1,"LRL_80-63","80","45,5030333333333","-73,5663833333333","63","45,5019166666667","-73,56736","René-Lévesque: Beaver Hall a Robert-Bourassa","O",94,68,145,2019-07-02 18:44:40
300,"René-Lévesque-Robert-Bourassa",1,"LRL_63-80","63","45,5019166666667","-73,56736","80","45,5030333333333","-73,5663833333333","René-Lévesque: Robert-Bourassa a Beaver Hall","E",68,94,145,2019-07-02 18:45:01
301,"Beaver Hall-René-Lévesque **",1,"LRL_80-26","80","45,5030333333333","-73,5663833333333","26","45,50525","-73,5646933333333","René-Lévesque: Beaver Hall a Bleury","E",94,37,280,2019-07-02 18:44:40
302,"Papineau-René-Lévesque",1,"LRL_37-81","37","45,5214166666667","-73,549805","81","45,5144","-73,55665","René-Lévesque: Papineau a St-Hubert","O",49,95,945,2019-07-02 18:44:59
303,"René-Lévesque-St-Hubert **",1,"LRL_81-29","81","45,5144","-73,55665","29","45,5127216666667","-73,5582216666667","René-Lévesque: St-Hubert a Saint-Denis","O",95,42,223,2019-07-02 18:44:59
304,"Saint-Denis-Rene-Levesque",1,"LRL_29-81","29","45,5127216666667","-73,5582216666667","81","45,5144","-73,55665","René-Lévesque: Saint-Denis a St-Hubert","E",42,95,223,2019-07-02 18:45:01
305,"René-Lévesque-St-Hubert **",1,"LRL_81-37","81","45,5144","-73,55665","37","45,5214166666667","-73,549805","René-Lévesque: St-Hubert a Papineau","E",95,49,945,2019-07-02 18:44:59
306,"Pie-IX-56e",1,"LPI_45-10","45","45,582805","-73,6282216666667","10","45,5760283333333","-73,6364616666667","Pie-IX/Industriel: 56e a Saint-Michel","O",58,11,989,2018-09-26 06:07:00
310,"Papineau-Barnabe-Larocque",1,"LPa_17-15","17","45,5564283333333","-73,626345","15","45,5702683333333","-73,6588066666667","Papineau: Barnabe-Larocque a Henri-Bourassa","N",18,16,2937,2019-07-02 18:45:00
311,"Beaver Hall-René-Lévesque **",1,"LRL_80-81","80","45,5030333333333","-73,5663833333333","81","45,5144","-73,55665","René-Lévesque: Beaver Hall à St-Hubert","E",94,95,1474,2019-07-02 18:44:40
312,"René-Lévesque-St-Hubert **",1,"LRL_81-80","81","45,5144","-73,55665","80","45,5030333333333","-73,5663833333333","René-Lévesque: St-Hubert à Beaver Hall","O",95,94,1474,2019-07-02 18:44:59
313,"Pie-IX-Ste-Catherine",1,"LPi_48-47","48","45,5484716666667","-73,5355","47","45,5642216666667","-73,5847216666667","Pie-IX: Ste-Catherine a Poste detection","N",60,70,4213,2019-07-02 18:44:57
314,"Papineau-René-Lévesque",1,"LRL_37-1B","37","45,5214166666667","-73,549805","1B","45,52294","-73,54624","René-Lévesque : Papineau à Notre-Dame","E",49,123,325,2019-07-02 18:44:59
315,"Lorimier-Notre-Dame-Viger",1,"LRL_1A-37","1A","45,52294","-73,54624","37","45,5214166666667","-73,549805","René-Lévesque : Notre-Dame à Papineau","O",123,49,325,2019-07-02 18:45:00
316,"Lorimier-Notre-Dame-Viger",1,"LLo_1B-40","1B","45,52294","-73,54624","40","45,53075","-73,563055","Lorimier : Notre-Dame à Sherbrooke","N",123,53,1580,2019-07-02 18:45:00
317,"Lorimier-Notre-Dame-Viger",1,"LND_1B-98","1B","45,52294","-73,54624","98","45,52613","-73,54534","Notre-Dame : Lorimier à Fullum","E",123,120,362,2019-07-02 18:45:00
318,"Fullum-Notre-Dame",1,"LND_98-1B","98","45,52613","-73,54534","1B","45,52294","-73,54624","Notre-Dame : Fullum à Lorimier","O",120,123,362,2019-07-02 18:44:58
319,"Fullum-Notre-Dame",1,"LND_98-1A","98","45,52613","-73,54534","1A","45,52914","-73,54433","Notre-Dame : Fullum à Frontenac-Iberville","E",120,122,344,2019-07-02 18:44:58
320,"Frontenac-Iberville-Notre-Dame",1,"LND_1A-98","1A","45,52914","-73,54433","98","45,52613","-73,54534","Notre-Dame : Frontenac-Iberville à Fullum","O",122,120,344,2019-07-02 18:44:59
321,"Bourbonière-Notre-Dame",1,"LND_1C-48","1C","45,5454","-73,53491","48","45,5484716666667","-73,5355","Notre-Dame : Bourbonière à Ste-Catherine","N",135,60,459,2019-07-02 18:44:59
322,"Pie-IX-Ste-Catherine",1,"LPi_48-1C","48","45,5484716666667","-73,5355","1C","45,5454","-73,53491","Pie-IX : Ste-Catherine à Bourboniere","S",60,135,450,2019-07-02 18:44:57
323,"Frontenac-Iberville-Notre-Dame",1,"LND_1A-1M","1A","45,52914","-73,54433","1M","45,53643","-73,54156","Notre-Dame : Frontenac-Iberville à Alphonse-de-Roy","E",122,134,844,2019-07-02 18:44:59
324,"Notre-Dame-Alphonse-D,-Roy",1,"LND_1M-1A","1M","45,53643","-73,54156","1A","45,52914","-73,54433","Notre-Dame : Alphonse-de-Roy à Frontenac-Iberville","O",134,122,849,2019-07-02 18:45:02
325,"Notre-Dame-Alphonse-D,-Roy",1,"LND_1M-1D","1M","45,53643","-73,54156","1D","45,54057","-73,53809","Notre-Dame : Alphonse-de-Roy à Davidson","E",134,130,534,2019-07-02 18:45:02
326,"Davidson-Notre-Dame",1,"LND_1D-1M","1D","45,54057","-73,53809","1M","45,53643","-73,54156","Notre-Dame : Davidson à Alphonse-de-Roy","O",130,134,534,2019-07-02 18:44:59
327,"Davidson-Notre-Dame",1,"LND_1D-1C","1D","45,54057","-73,53809","1C","45,5454","-73,53491","Notre-Dame : Davidson à Bourbonière","E",130,135,591,2019-07-02 18:44:59
328,"Bourbonière-Notre-Dame",1,"LND_1C-1D","1C","45,5454","-73,53491","1D","45,54057","-73,53809","Notre-Dame : Bourbonière à Davidson","O",135,130,591,2019-07-02 18:44:59
329,"Bourbonière-Notre-Dame",1,"LND_1C-1E","1C","45,5454","-73,53491","1E","45,55003","-73,53208","Notre-Dame : Bourbonière à Letourneux","E",135,125,560,2019-07-02 18:44:59
330,"Notre-Dame-Letourneux",1,"LND_1E-1C","1E","45,55003","-73,53208","1C","45,5454","-73,53491","Notre-Dame : Letourneux à Bourbonière","O",125,135,560,2019-07-02 18:44:53
331,"Notre-Dame-Letourneux",1,"LND_1E-1G","1E","45,55003","-73,53208","1G","45,554","-73,52961","Notre-Dame : Letourneux à Sicard","E",125,126,482,2019-07-02 18:44:53
332,"Notre-Dame-Sicard",1,"LND_1G-1E","1G","45,554","-73,52961","1E","45,55003","-73,53208","Notre-Dame : Sicard à Letourneux","O",126,125,482,2019-07-02 18:44:57
333,"Notre-Dame-Sicard",1,"LND_1G-1F","1G","45,554","-73,52961","1F","45,5587","-73,5267","Notre-Dame : Sicard à Ste-Catherine","E",126,127,570,2019-07-02 18:44:57
334,"Notre-Dame-Ste-Catherine",1,"LND_1F-1G","1F","45,5587","-73,5267","1G","45,554","-73,52961","Notre-Dame : Ste-Catherine à Sicard","O",127,126,570,2019-07-02 18:44:58
335,"Notre-Dame-Ste-Catherine",1,"LND_1F-1I","1F","45,5587","-73,5267","1I","45,56499","-73,52362","Notre-Dame : Ste-Catherine à Dickson","E",127,129,739,2019-07-02 18:44:58
336,"Notre-Dame-Dickson",1,"LND_1I-1F","1I","45,56499","-73,52362","1F","45,5587","-73,5267","Notre-Dame : Dickson à Ste-Catherine","O",129,127,739,2019-07-02 18:44:58
337,"Notre-Dame-Dickson",1,"LND_1I-1H","1I","45,56499","-73,52362","1H","45,56795","-73,52253","Notre-Dame : Dickson à Bossuet","E",129,128,340,2019-07-02 18:44:58
338,"Notre-Dame-Bossuet",1,"LND_1H-1I","1H","45,56795","-73,52253","1I","45,56499","-73,52362","Notre-Dame : Bossuet à Dickson","O",128,129,340,2019-07-02 18:44:57
339,"Notre-Dame-Bossuet",1,"LND_1H-1K","1H","45,56795","-73,52253","1K","45,57261","-73,51924","Notre-Dame : Bossuet à 6363","E",128,132,577,2019-07-02 18:44:57
340,"6363 Notre-Dame",1,"LND_1K-1H","1K","45,57261","-73,51924","1H","45,56795","-73,52253","Notre-Dame : 6363 à Bossuet","O",132,128,578,2019-07-02 18:45:00
341,"6363 Notre-Dame",1,"LND_1K-1J","1K","45,57261","-73,51924","1J","45,5791","-73,51356","Notre-Dame : 6363 à Beauclerk","E",132,131,850,2019-07-02 18:45:00
342,"Notre-Dame-Beauclerk",1,"LND_1J-1K","1J","45,5791","-73,51356","1K","45,57261","-73,51924","Notre-Dame : Beauclerk à 6363","O",131,132,846,2019-07-02 18:44:59
343,"Notre-Dame-Beauclerk",1,"LND_1J-52","1J","45,5791","-73,51356","52","45,5808883333333","-73,5119433333333","Notre-Dame : Beauclerk à Futailles","E",131,62,236,2019-07-02 18:44:59
344,"Futaille-Notre-Dame",1,"LND_52-1J","52","45,5808883333333","-73,5119433333333","1J","45,5791","-73,51356","Notre-Dame : Futaille à Beauclerk","O",62,131,236,2019-07-02 18:45:00
348,"Notre-Dame-Dickson",1,"LDi_1I-1L","1I","45,56499","-73,52362","1L","45,56727","-73,5306","Dickson : Notre-Dame à Ontario","N",129,133,600,2019-07-02 18:44:58
349,"Ontario-Dickson",1,"LDi_1L-1I","1L","45,56727","-73,5306","1I","45,56499","-73,52362","Dickson : Ontario à Notre-Dame","S",133,129,600,2019-07-02 18:44:58
350,"Ontario-Dickson",1,"LDi_1L-99","1L","45,56727","-73,5306","99","45,56989","-73,53814","Dickson : Ontario à Hochelaga","N",133,121,645,2019-07-02 18:44:58
351,"Hochelaga-Dickson",1,"LDi_99-1L","99","45,56989","-73,53814","1L","45,56727","-73,5306","Dickson : Hochelaga à Ontario","S",121,133,655,2019-07-02 18:45:00
352,"Hochelaga-Dickson",1,"LDi_99-03","99","45,56989","-73,53814","3","45,5734033333333","-73,54895","Dickson : Hochelaga à Sherbrooke","N",121,4,937,2019-07-02 18:45:00
353,"Sherbrooke-Dickson",1,"LDi_03-99","3","45,5734033333333","-73,54895","99","45,56989","-73,53814","Dickson : Sherbrooke à Hochelaga","S",4,121,928,2019-06-18 16:41:39
354,"Henri-Bourassa-Bois-Franc",1,"LHB_1N-1S","1N","45,51907","-73,71323","1S","45,51094","-73,7187","Henri-Bourassa : Bois-Franc à Outrades","O",136,141,1161,2019-07-02 18:44:47
355,"Cavendish-Outardes",1,"LHB_1S-1N","1S","45,51094","-73,7187","1N","45,51907","-73,71323","Henri-Bourassa : Outrades à Bois-Franc","E",141,136,1156,2019-07-02 18:44:56
356,"Cavendish-Ernest-Hemingway",1,"LCa_1R-1S","1R","45,50808","-73,7158","1S","45,51094","-73,7187","Cavendish : Ernest-Hemingway à Outrades","N",140,141,390,2019-07-02 18:44:50
357,"Cavendish-Outardes",1,"LCa_1S-1R","1S","45,51094","-73,7187","1R","45,50808","-73,7158","Cavendish : Outrades à Ernest-Hemingway","S",141,140,390,2019-07-02 18:44:56
358,"Cavendish-Ernest-Hemingway",1,"LCa_1R-1Q","1R","45,50808","-73,7158","1Q","45,50528","-73,71136","Cavendish : Ernest-Hemingway à Poirier","S",140,139,465,2019-07-02 18:44:50
359,"Cavendish-Poirier",1,"LCa_1Q-1R","1Q","45,50528","-73,71136","1R","45,50808","-73,7158","Cavendish : Poirier à Ernest-Hemingway","N",139,140,465,2019-07-02 18:44:56
360,"Cavendish-Poirier",1,"LTh_1Q-1O","1Q","45,50528","-73,71136","1O","45,50951","-73,6975","Thimens : Poirier à Alexis-Nihon","E",139,137,1627,2019-07-02 18:44:56
361,"Alexis-Nihon-Thimens",1,"LTh_1O-1Q","1O","45,50951","-73,6975","1Q","45,50528","-73,71136","Thimens : Alexis-Nihon à Poirier","O",137,139,1564,2019-07-02 18:44:58
362,"Marcel-Laurin-Saint-Exupéry",1,"LHB_1P-1N","1P","45,5186","-73,70165","1N","45,51907","-73,71323","Henri-Bourassa : Saint-Exupéry à Bois-Franc","O",138,136,1184,2019-06-26 19:39:52
363,"Henri-Bourassa-Bois-Franc",1,"LHB_1N-1P","1N","45,51907","-73,71323","1P","45,5186","-73,70165","Henri-Bourassa : Bois-Franc à Saint-Exupéry","S",136,138,1184,2019-07-02 18:44:47
364,"Marcel-Laurin-Saint-Exupéry",1,"LTh_1P-1O","1P","45,5186","-73,70165","1O","45,50951","-73,6975","Thimens : Saint-Expuéry à Alexis-Nihon","O",138,137,1434,2019-06-26 19:39:52
365,"Alexis-Nihon-Thimens",1,"LTh_1O-1P","1O","45,50951","-73,6975","1P","45,5186","-73,70165","Thimens : Alexis-Nihon à Saint-Exupéry","N",137,138,1464,2019-07-02 18:44:58
366,"Fullum-Notre-Dame",1,"LRL_98-37","98","45,52613","-73,54534","37","45,5214166666667","-73,549805","René-Lévesque : Fullum à Papineau","O",120,49,629,2019-07-02 18:44:58
367,"Notre-Dame-Letourneux",1,"LND_1E-1M","1E","45,55003","-73,53208","1M","45,53643","-73,54156","Notre-Dame : Letourneux à Alphonse-D,-Roy","O",125,134,1683,2019-07-02 18:44:53
368,"Notre-Dame-Alphonse-D,-Roy",1,"LND_1M-1B","1M","45,53643","-73,54156","1B","45,52294","-73,54624","Notre-Dame : Alphonse-D,-Roy à Lorimier","O",134,123,1544,2019-07-02 18:45:02
369,"Notre-Dame-Letourneux",1,"LND_1E-1B","1E","45,55003","-73,53208","1B","45,52294","-73,54624","Notre-Dame : Letourneux à Lorimier","O",125,123,3232,2019-07-02 18:44:53
